ScheduleId,LeadId,TaskTypeId,ScheduleTitle,ScheduledDate,TaskStatusId,AssignedAgentId,IsFollowUp,Notes,CreatedBy,CreatedOn
8313,469,3,Task for Lead 469,2025-08-24 22:38:50.676480,4,35,0,Priority: High,SYSTEM,2025-08-23 22:38:50.676480
8314,1008,4,Task for Lead 1008,2025-09-06 00:38:50.676731,4,7,0,Priority: Low,SYSTEM,2025-09-05 00:38:50.676731
8315,186,4,Task for Lead 186,2025-09-21 00:38:50.676937,3,25,0,Priority: High,SYSTEM,2025-09-20 00:38:50.676937
8316,80,2,Task for Lead 80,2025-09-15 22:38:50.677128,3,21,1,Priority: Low,SYSTEM,2025-09-14 22:38:50.677128
8317,51,2,Task for Lead 51,2025-10-03 21:38:50.677324,1,4,0,Priority: High,SYSTEM,2025-10-02 21:38:50.677324
8318,215,1,Task for Lead 215,2025-08-28 18:38:50.677510,3,50,0,Priority: Medium,SYSTEM,2025-08-27 18:38:50.677510
8319,1088,1,Task for Lead 1088,2025-10-04 19:38:50.677742,2,21,0,Priority: Medium,SYSTEM,2025-10-03 19:38:50.677742
8320,485,4,Task for Lead 485,2025-10-03 03:38:50.677939,2,23,0,Priority: High,SYSTEM,2025-10-02 03:38:50.677939
8321,1116,2,Task for Lead 1116,2025-09-02 23:38:50.678135,3,43,1,Priority: High,SYSTEM,2025-09-01 23:38:50.678135
8322,747,4,Task for Lead 747,2025-09-09 18:38:50.678330,4,20,0,Priority: Medium,SYSTEM,2025-09-08 18:38:50.678330
8323,803,1,Task for Lead 803,2025-10-07 02:38:50.678516,1,16,0,Priority: Low,SYSTEM,2025-10-06 02:38:50.678516
8324,60,5,Task for Lead 60,2025-09-23 20:38:50.678743,2,3,1,Priority: Medium,SYSTEM,2025-09-22 20:38:50.678743
8325,691,3,Task for Lead 691,2025-09-11 01:38:50.678947,4,42,1,Priority: Low,SYSTEM,2025-09-10 01:38:50.678947
8326,284,1,Task for Lead 284,2025-10-05 22:38:50.679224,1,3,1,Priority: High,SYSTEM,2025-10-04 22:38:50.679224
8327,503,5,Task for Lead 503,2025-08-31 22:38:50.679434,3,7,1,Priority: Medium,SYSTEM,2025-08-30 22:38:50.679434
8328,853,1,Task for Lead 853,2025-10-12 21:38:50.679621,2,26,1,Priority: High,SYSTEM,2025-10-11 21:38:50.679621
8329,1049,5,Task for Lead 1049,2025-10-21 03:38:50.679863,2,22,1,Priority: Medium,SYSTEM,2025-10-20 03:38:50.679863
8330,881,4,Task for Lead 881,2025-09-18 20:38:50.680053,3,38,0,Priority: Medium,SYSTEM,2025-09-17 20:38:50.680053
8331,333,3,Task for Lead 333,2025-09-29 19:38:50.680259,2,17,0,Priority: High,SYSTEM,2025-09-28 19:38:50.680259
8332,192,1,Task for Lead 192,2025-08-26 19:38:50.680446,3,20,1,Priority: Low,SYSTEM,2025-08-25 19:38:50.680446
8333,995,5,Task for Lead 995,2025-10-19 03:38:50.680631,1,40,0,Priority: Low,SYSTEM,2025-10-18 03:38:50.680631
8334,597,5,Task for Lead 597,2025-10-02 21:38:50.680975,1,15,0,Priority: High,SYSTEM,2025-10-01 21:38:50.680975
8335,87,3,Task for Lead 87,2025-10-13 03:38:50.681166,2,15,1,Priority: High,SYSTEM,2025-10-12 03:38:50.681166
8336,452,5,Task for Lead 452,2025-10-05 19:38:50.681396,2,5,0,Priority: High,SYSTEM,2025-10-04 19:38:50.681396
8337,611,5,Task for Lead 611,2025-09-11 21:38:50.681581,4,54,0,Priority: High,SYSTEM,2025-09-10 21:38:50.681581
8338,1138,2,Task for Lead 1138,2025-10-05 22:38:50.681816,1,48,1,Priority: Low,SYSTEM,2025-10-04 22:38:50.681816
8339,700,1,Task for Lead 700,2025-09-20 21:38:50.682007,4,9,0,Priority: Medium,SYSTEM,2025-09-19 21:38:50.682007
8340,723,1,Task for Lead 723,2025-10-02 20:38:50.682191,2,7,0,Priority: Medium,SYSTEM,2025-10-01 20:38:50.682191
8341,620,3,Task for Lead 620,2025-09-12 17:38:50.682396,3,50,1,Priority: Medium,SYSTEM,2025-09-11 17:38:50.682396
8342,138,3,Task for Lead 138,2025-09-04 22:38:50.682581,3,51,1,Priority: High,SYSTEM,2025-09-03 22:38:50.682581
8343,732,5,Task for Lead 732,2025-09-12 20:38:50.682813,4,38,0,Priority: Medium,SYSTEM,2025-09-11 20:38:50.682813
8344,776,4,Task for Lead 776,2025-09-30 22:38:50.683003,2,22,0,Priority: Low,SYSTEM,2025-09-29 22:38:50.683003
8345,478,1,Task for Lead 478,2025-09-15 22:38:50.683280,4,19,0,Priority: Medium,SYSTEM,2025-09-14 22:38:50.683280
8346,1182,3,Task for Lead 1182,2025-10-20 22:38:50.683480,1,53,0,Priority: Medium,SYSTEM,2025-10-19 22:38:50.683480
8347,797,3,Task for Lead 797,2025-08-27 17:38:50.683708,4,31,1,Priority: High,SYSTEM,2025-08-26 17:38:50.683708
8348,556,5,Task for Lead 556,2025-10-06 20:38:50.683916,2,9,0,Priority: High,SYSTEM,2025-10-05 20:38:50.683916
8349,483,5,Task for Lead 483,2025-08-27 21:38:50.684102,4,14,0,Priority: Medium,SYSTEM,2025-08-26 21:38:50.684102
8350,72,4,Task for Lead 72,2025-09-28 23:38:50.684296,1,50,1,Priority: High,SYSTEM,2025-09-27 23:38:50.684296
8351,443,5,Task for Lead 443,2025-10-10 02:38:50.684492,2,1,0,Priority: Low,SYSTEM,2025-10-09 02:38:50.684492
8352,198,1,Task for Lead 198,2025-09-11 23:38:50.684721,3,12,0,Priority: Medium,SYSTEM,2025-09-10 23:38:50.684721
8353,1097,2,Task for Lead 1097,2025-09-24 20:38:50.684915,2,5,0,Priority: Low,SYSTEM,2025-09-23 20:38:50.684915
8354,314,2,Task for Lead 314,2025-09-02 19:38:50.685100,4,22,0,Priority: Low,SYSTEM,2025-09-01 19:38:50.685100
8355,552,2,Task for Lead 552,2025-09-14 20:38:50.685291,3,14,0,Priority: Low,SYSTEM,2025-09-13 20:38:50.685291
8356,1218,1,Task for Lead 1218,2025-09-11 01:38:50.685491,4,1,0,Priority: Medium,SYSTEM,2025-09-10 01:38:50.685491
8357,781,1,Task for Lead 781,2025-10-06 01:38:50.685718,1,31,0,Priority: High,SYSTEM,2025-10-05 01:38:50.685718
8358,1134,2,Task for Lead 1134,2025-10-20 23:38:50.685919,2,22,0,Priority: Low,SYSTEM,2025-10-19 23:38:50.685919
8359,357,3,Task for Lead 357,2025-08-27 00:38:50.686104,4,16,0,Priority: High,SYSTEM,2025-08-26 00:38:50.686104
8360,964,5,Task for Lead 964,2025-09-16 17:38:50.686296,4,52,0,Priority: Low,SYSTEM,2025-09-15 17:38:50.686296
8361,1211,4,Task for Lead 1211,2025-09-20 01:38:50.686490,3,42,0,Priority: Medium,SYSTEM,2025-09-19 01:38:50.686490
8362,733,5,Task for Lead 733,2025-09-09 17:38:50.686715,4,22,1,Priority: Medium,SYSTEM,2025-09-08 17:38:50.686715
8363,585,4,Task for Lead 585,2025-10-02 02:38:50.686914,2,38,1,Priority: Medium,SYSTEM,2025-10-01 02:38:50.686914
8364,209,3,Task for Lead 209,2025-09-25 23:38:50.687161,2,51,1,Priority: Medium,SYSTEM,2025-09-24 23:38:50.687161
8365,143,2,Task for Lead 143,2025-08-29 20:38:50.687373,4,31,0,Priority: High,SYSTEM,2025-08-28 20:38:50.687373
8366,156,4,Task for Lead 156,2025-09-12 22:38:50.687562,3,32,1,Priority: High,SYSTEM,2025-09-11 22:38:50.687562
8367,261,2,Task for Lead 261,2025-09-01 18:38:50.687801,4,16,0,Priority: High,SYSTEM,2025-08-31 18:38:50.687801
8368,1062,4,Task for Lead 1062,2025-09-20 19:38:50.688005,3,20,0,Priority: Medium,SYSTEM,2025-09-19 19:38:50.688005
8369,533,1,Task for Lead 533,2025-10-01 20:38:50.688191,1,44,0,Priority: Medium,SYSTEM,2025-09-30 20:38:50.688191
8370,1104,4,Task for Lead 1104,2025-08-25 01:38:50.688387,4,21,1,Priority: High,SYSTEM,2025-08-24 01:38:50.688387
8371,201,4,Task for Lead 201,2025-09-10 19:38:50.688663,3,28,0,Priority: Medium,SYSTEM,2025-09-09 19:38:50.688663
8372,1051,2,Task for Lead 1051,2025-10-09 20:38:50.688916,1,33,1,Priority: Medium,SYSTEM,2025-10-08 20:38:50.688916
8373,720,5,Task for Lead 720,2025-08-23 23:38:50.689104,4,45,0,Priority: High,SYSTEM,2025-08-22 23:38:50.689104
8374,587,5,Task for Lead 587,2025-09-02 17:38:50.689297,3,36,0,Priority: Medium,SYSTEM,2025-09-01 17:38:50.689297
8375,654,4,Task for Lead 654,2025-09-29 20:38:50.689482,2,26,0,Priority: Low,SYSTEM,2025-09-28 20:38:50.689482
8376,513,2,Task for Lead 513,2025-09-28 21:38:50.689698,1,1,1,Priority: Low,SYSTEM,2025-09-27 21:38:50.689698
8377,460,4,Task for Lead 460,2025-09-18 19:38:50.689924,4,23,0,Priority: High,SYSTEM,2025-09-17 19:38:50.689924
8378,538,3,Task for Lead 538,2025-08-31 00:38:50.690110,4,54,0,Priority: Low,SYSTEM,2025-08-30 00:38:50.690110
8379,545,2,Task for Lead 545,2025-08-24 01:38:50.690308,3,26,1,Priority: Low,SYSTEM,2025-08-23 01:38:50.690308
8380,142,3,Task for Lead 142,2025-09-17 19:38:50.690562,3,42,0,Priority: Low,SYSTEM,2025-09-16 19:38:50.690562
8381,743,5,Task for Lead 743,2025-10-12 23:38:50.690828,2,28,0,Priority: Medium,SYSTEM,2025-10-11 23:38:50.690828
8382,806,5,Task for Lead 806,2025-09-16 01:38:50.691022,3,15,0,Priority: High,SYSTEM,2025-09-15 01:38:50.691022
8383,702,4,Task for Lead 702,2025-09-08 22:38:50.691291,3,19,1,Priority: Low,SYSTEM,2025-09-07 22:38:50.691291
8384,829,3,Task for Lead 829,2025-09-05 21:38:50.691482,3,15,0,Priority: High,SYSTEM,2025-09-04 21:38:50.691482
8385,852,2,Task for Lead 852,2025-09-10 20:38:50.691702,4,32,0,Priority: Medium,SYSTEM,2025-09-09 20:38:50.691702
8386,99,2,Task for Lead 99,2025-09-05 17:38:50.691909,3,5,0,Priority: High,SYSTEM,2025-09-04 17:38:50.691909
8387,702,2,Task for Lead 702,2025-08-29 18:38:50.692094,3,27,0,Priority: Medium,SYSTEM,2025-08-28 18:38:50.692094
8388,690,4,Task for Lead 690,2025-09-08 22:38:50.692294,4,21,1,Priority: High,SYSTEM,2025-09-07 22:38:50.692294
8389,833,3,Task for Lead 833,2025-09-05 20:38:50.692498,3,38,0,Priority: Low,SYSTEM,2025-09-04 20:38:50.692498
8390,372,5,Task for Lead 372,2025-10-05 01:38:50.692729,1,32,0,Priority: Low,SYSTEM,2025-10-04 01:38:50.692729
8391,1127,4,Task for Lead 1127,2025-09-24 19:38:50.693001,2,1,0,Priority: Medium,SYSTEM,2025-09-23 19:38:50.693001
8392,1174,5,Task for Lead 1174,2025-10-10 02:38:50.693200,2,13,0,Priority: Low,SYSTEM,2025-10-09 02:38:50.693200
8393,537,2,Task for Lead 537,2025-09-16 20:38:50.693399,3,39,1,Priority: Medium,SYSTEM,2025-09-15 20:38:50.693399
8394,1131,1,Task for Lead 1131,2025-09-06 21:38:50.693585,3,26,1,Priority: Medium,SYSTEM,2025-09-05 21:38:50.693585
8395,7,3,Task for Lead 7,2025-10-05 21:38:50.693823,2,3,0,Priority: Low,SYSTEM,2025-10-04 21:38:50.693823
8396,585,3,Task for Lead 585,2025-10-02 01:38:50.694013,2,52,1,Priority: Medium,SYSTEM,2025-10-01 01:38:50.694013
8397,948,1,Task for Lead 948,2025-10-02 22:38:50.694198,1,25,0,Priority: Medium,SYSTEM,2025-10-01 22:38:50.694198
8398,604,4,Task for Lead 604,2025-10-18 02:38:50.694446,2,30,0,Priority: High,SYSTEM,2025-10-17 02:38:50.694446
8399,803,3,Task for Lead 803,2025-09-27 19:38:50.694632,1,43,0,Priority: Low,SYSTEM,2025-09-26 19:38:50.694632
8400,1092,3,Task for Lead 1092,2025-10-03 22:38:50.694877,1,34,1,Priority: Medium,SYSTEM,2025-10-02 22:38:50.694877
8401,510,4,Task for Lead 510,2025-09-03 20:38:50.695071,4,8,0,Priority: Medium,SYSTEM,2025-09-02 20:38:50.695071
8402,1032,4,Task for Lead 1032,2025-10-02 23:38:50.695355,2,21,0,Priority: High,SYSTEM,2025-10-01 23:38:50.695355
8403,888,4,Task for Lead 888,2025-10-15 22:38:50.695541,2,48,0,Priority: Low,SYSTEM,2025-10-14 22:38:50.695541
8404,231,2,Task for Lead 231,2025-10-10 21:38:50.695775,2,20,0,Priority: Low,SYSTEM,2025-10-09 21:38:50.695775
8405,584,1,Task for Lead 584,2025-10-12 20:38:50.695971,2,42,1,Priority: Low,SYSTEM,2025-10-11 20:38:50.695971
8406,941,3,Task for Lead 941,2025-09-05 19:38:50.696156,3,3,0,Priority: Low,SYSTEM,2025-09-04 19:38:50.696156
8407,829,5,Task for Lead 829,2025-09-11 00:38:50.696349,4,19,1,Priority: Low,SYSTEM,2025-09-10 00:38:50.696349
8408,2,1,Task for Lead 2,2025-10-13 00:38:50.696532,2,20,0,Priority: Medium,SYSTEM,2025-10-12 00:38:50.696532
8409,753,4,Task for Lead 753,2025-09-25 02:38:50.696761,1,4,1,Priority: Medium,SYSTEM,2025-09-24 02:38:50.696761
8410,193,3,Task for Lead 193,2025-10-07 22:38:50.697067,2,33,0,Priority: High,SYSTEM,2025-10-06 22:38:50.697067
8411,483,3,Task for Lead 483,2025-08-29 22:38:50.697270,4,3,1,Priority: Low,SYSTEM,2025-08-28 22:38:50.697270
8412,449,2,Task for Lead 449,2025-09-02 22:38:50.697457,4,43,0,Priority: Low,SYSTEM,2025-09-01 22:38:50.697457
8413,546,4,Task for Lead 546,2025-08-25 00:38:50.697639,3,28,1,Priority: Medium,SYSTEM,2025-08-24 00:38:50.697639
8414,645,2,Task for Lead 645,2025-10-21 01:38:50.697887,1,42,0,Priority: Medium,SYSTEM,2025-10-20 01:38:50.697887
8415,656,5,Task for Lead 656,2025-09-11 21:38:50.698073,4,12,1,Priority: Medium,SYSTEM,2025-09-10 21:38:50.698073
8416,498,2,Task for Lead 498,2025-09-10 21:38:50.698266,3,36,0,Priority: Low,SYSTEM,2025-09-09 21:38:50.698266
8417,350,2,Task for Lead 350,2025-10-09 01:38:50.698451,1,45,1,Priority: High,SYSTEM,2025-10-08 01:38:50.698451
8418,693,4,Task for Lead 693,2025-10-01 23:38:50.698635,1,4,1,Priority: Medium,SYSTEM,2025-09-30 23:38:50.698635
8419,4,1,Task for Lead 4,2025-10-21 02:38:50.698885,2,23,0,Priority: Medium,SYSTEM,2025-10-20 02:38:50.698885
8420,446,1,Task for Lead 446,2025-10-21 01:38:50.699140,1,44,0,Priority: Low,SYSTEM,2025-10-20 01:38:50.699140
8421,902,3,Task for Lead 902,2025-09-09 22:38:50.699370,3,48,1,Priority: High,SYSTEM,2025-09-08 22:38:50.699370
8422,674,3,Task for Lead 674,2025-08-30 22:38:50.699557,4,42,1,Priority: High,SYSTEM,2025-08-29 22:38:50.699557
8423,1162,3,Task for Lead 1162,2025-09-15 19:38:50.699787,4,34,0,Priority: Medium,SYSTEM,2025-09-14 19:38:50.699787
8424,118,5,Task for Lead 118,2025-08-29 19:38:50.699981,3,28,1,Priority: High,SYSTEM,2025-08-28 19:38:50.699981
8425,179,1,Task for Lead 179,2025-08-29 17:38:50.700171,3,26,1,Priority: Low,SYSTEM,2025-08-28 17:38:50.700171
8426,138,2,Task for Lead 138,2025-08-25 00:38:50.700365,3,40,0,Priority: Low,SYSTEM,2025-08-24 00:38:50.700365
8427,414,4,Task for Lead 414,2025-10-16 22:38:50.700548,1,46,0,Priority: High,SYSTEM,2025-10-15 22:38:50.700548
8428,473,1,Task for Lead 473,2025-09-10 19:38:50.700777,4,14,0,Priority: Medium,SYSTEM,2025-09-09 19:38:50.700777
8429,285,3,Task for Lead 285,2025-10-07 21:38:50.700973,2,51,0,Priority: Medium,SYSTEM,2025-10-06 21:38:50.700973
8430,144,2,Task for Lead 144,2025-09-08 01:38:50.701156,3,5,0,Priority: Low,SYSTEM,2025-09-07 01:38:50.701156
8431,865,2,Task for Lead 865,2025-09-25 00:38:50.701394,2,26,0,Priority: Low,SYSTEM,2025-09-24 00:38:50.701394
8432,807,5,Task for Lead 807,2025-10-04 21:38:50.701579,2,53,1,Priority: Medium,SYSTEM,2025-10-03 21:38:50.701579
8433,134,1,Task for Lead 134,2025-10-04 19:38:50.701812,2,20,0,Priority: Medium,SYSTEM,2025-10-03 19:38:50.701812
8434,669,4,Task for Lead 669,2025-09-11 21:38:50.702003,4,42,0,Priority: High,SYSTEM,2025-09-10 21:38:50.702003
8435,783,4,Task for Lead 783,2025-10-16 01:38:50.702186,2,33,1,Priority: High,SYSTEM,2025-10-15 01:38:50.702186
8436,523,3,Task for Lead 523,2025-10-19 23:38:50.702379,2,43,1,Priority: Low,SYSTEM,2025-10-18 23:38:50.702379
8437,345,4,Task for Lead 345,2025-09-01 00:38:50.702561,3,51,1,Priority: Medium,SYSTEM,2025-08-31 00:38:50.702561
8438,966,5,Task for Lead 966,2025-08-30 00:38:50.702789,4,14,0,Priority: High,SYSTEM,2025-08-29 00:38:50.702789
8439,323,3,Task for Lead 323,2025-10-17 01:38:50.702983,2,30,0,Priority: Low,SYSTEM,2025-10-16 01:38:50.702983
8440,1080,3,Task for Lead 1080,2025-10-07 20:38:50.703248,1,10,0,Priority: High,SYSTEM,2025-10-06 20:38:50.703248
8441,1232,1,Task for Lead 1232,2025-09-17 19:38:50.703570,4,4,0,Priority: High,SYSTEM,2025-09-16 19:38:50.703570
8442,1173,3,Task for Lead 1173,2025-10-10 19:38:50.703814,1,38,0,Priority: High,SYSTEM,2025-10-09 19:38:50.703814
8443,1176,3,Task for Lead 1176,2025-09-07 17:38:50.704007,3,27,1,Priority: Medium,SYSTEM,2025-09-06 17:38:50.704007
8444,728,4,Task for Lead 728,2025-10-02 21:38:50.704192,2,34,1,Priority: High,SYSTEM,2025-10-01 21:38:50.704192
8445,892,1,Task for Lead 892,2025-10-09 19:38:50.704385,1,49,0,Priority: High,SYSTEM,2025-10-08 19:38:50.704385
8446,502,4,Task for Lead 502,2025-09-25 02:38:50.704569,2,49,1,Priority: Medium,SYSTEM,2025-09-24 02:38:50.704569
8447,129,3,Task for Lead 129,2025-08-23 18:38:50.704804,3,48,0,Priority: Low,SYSTEM,2025-08-22 18:38:50.704804
8448,880,4,Task for Lead 880,2025-10-16 00:38:50.704997,2,25,0,Priority: Low,SYSTEM,2025-10-15 00:38:50.704997
8449,247,1,Task for Lead 247,2025-09-24 23:38:50.705183,2,5,0,Priority: Low,SYSTEM,2025-09-23 23:38:50.705183
8450,934,4,Task for Lead 934,2025-10-10 01:38:50.705375,1,14,0,Priority: High,SYSTEM,2025-10-09 01:38:50.705375
8451,652,4,Task for Lead 652,2025-09-04 23:38:50.705567,3,25,0,Priority: Medium,SYSTEM,2025-09-03 23:38:50.705567
8452,701,2,Task for Lead 701,2025-10-02 22:38:50.705802,2,47,1,Priority: Low,SYSTEM,2025-10-01 22:38:50.705802
8453,971,4,Task for Lead 971,2025-09-02 22:38:50.706006,3,19,0,Priority: Medium,SYSTEM,2025-09-01 22:38:50.706006
8454,299,2,Task for Lead 299,2025-09-20 19:38:50.706190,3,40,1,Priority: Medium,SYSTEM,2025-09-19 19:38:50.706190
8455,1152,1,Task for Lead 1152,2025-08-27 19:38:50.706384,4,42,0,Priority: Low,SYSTEM,2025-08-26 19:38:50.706384
8456,76,3,Task for Lead 76,2025-10-20 01:38:50.706569,1,28,0,Priority: Low,SYSTEM,2025-10-19 01:38:50.706569
8457,1077,2,Task for Lead 1077,2025-09-02 00:38:50.706799,3,27,0,Priority: Medium,SYSTEM,2025-09-01 00:38:50.706799
8458,1026,4,Task for Lead 1026,2025-09-01 18:38:50.706992,3,13,1,Priority: Medium,SYSTEM,2025-08-31 18:38:50.706992
8459,99,3,Task for Lead 99,2025-09-10 18:38:50.707259,4,5,1,Priority: High,SYSTEM,2025-09-09 18:38:50.707259
8460,735,3,Task for Lead 735,2025-09-25 22:38:50.707453,1,34,1,Priority: Low,SYSTEM,2025-09-24 22:38:50.707453
8461,409,4,Task for Lead 409,2025-09-11 17:38:50.707646,4,4,1,Priority: Low,SYSTEM,2025-09-10 17:38:50.707646
8462,137,1,Task for Lead 137,2025-10-20 02:38:50.707903,1,31,0,Priority: High,SYSTEM,2025-10-19 02:38:50.707903
8463,70,4,Task for Lead 70,2025-10-04 00:38:50.708089,1,3,0,Priority: Medium,SYSTEM,2025-10-03 00:38:50.708089
8464,703,2,Task for Lead 703,2025-10-02 23:38:50.708354,2,10,0,Priority: Medium,SYSTEM,2025-10-01 23:38:50.708354
8465,243,2,Task for Lead 243,2025-08-31 00:38:50.708542,4,15,0,Priority: Low,SYSTEM,2025-08-30 00:38:50.708542
8466,411,4,Task for Lead 411,2025-09-17 17:38:50.708776,4,5,1,Priority: Medium,SYSTEM,2025-09-16 17:38:50.708776
8467,30,1,Task for Lead 30,2025-10-10 22:38:50.708970,2,54,0,Priority: High,SYSTEM,2025-10-09 22:38:50.708970
8468,342,5,Task for Lead 342,2025-09-18 23:38:50.709156,4,21,1,Priority: Low,SYSTEM,2025-09-17 23:38:50.709156
8469,853,4,Task for Lead 853,2025-08-30 21:38:50.709350,4,11,0,Priority: High,SYSTEM,2025-08-29 21:38:50.709350
8470,534,5,Task for Lead 534,2025-09-08 00:38:50.709536,4,46,0,Priority: High,SYSTEM,2025-09-07 00:38:50.709536
8471,582,4,Task for Lead 582,2025-09-05 23:38:50.709777,3,25,1,Priority: Low,SYSTEM,2025-09-04 23:38:50.709777
8472,1240,1,Task for Lead 1240,2025-09-11 23:38:50.709972,4,46,1,Priority: Medium,SYSTEM,2025-09-10 23:38:50.709972
8473,334,5,Task for Lead 334,2025-09-23 23:38:50.710160,2,34,0,Priority: High,SYSTEM,2025-09-22 23:38:50.710160
8474,686,2,Task for Lead 686,2025-10-14 02:38:50.710365,1,14,1,Priority: High,SYSTEM,2025-10-13 02:38:50.710365
8475,21,5,Task for Lead 21,2025-09-08 20:38:50.710549,3,1,1,Priority: Medium,SYSTEM,2025-09-07 20:38:50.710549
8476,1199,4,Task for Lead 1199,2025-08-30 19:38:50.710847,4,25,0,Priority: High,SYSTEM,2025-08-29 19:38:50.710847
8477,1089,1,Task for Lead 1089,2025-10-14 03:38:50.711037,2,41,0,Priority: High,SYSTEM,2025-10-13 03:38:50.711037
8478,271,4,Task for Lead 271,2025-08-27 19:38:50.711313,4,55,0,Priority: Low,SYSTEM,2025-08-26 19:38:50.711313
8479,485,5,Task for Lead 485,2025-09-15 20:38:50.711503,4,5,0,Priority: Medium,SYSTEM,2025-09-14 20:38:50.711503
8480,72,1,Task for Lead 72,2025-10-14 02:38:50.711743,2,1,1,Priority: High,SYSTEM,2025-10-13 02:38:50.711743
8481,1139,2,Task for Lead 1139,2025-08-24 22:38:50.712028,4,46,0,Priority: Medium,SYSTEM,2025-08-23 22:38:50.712028
8482,910,1,Task for Lead 910,2025-09-17 18:38:50.712265,4,8,1,Priority: Medium,SYSTEM,2025-09-16 18:38:50.712265
8483,329,4,Task for Lead 329,2025-10-07 20:38:50.712477,1,28,0,Priority: Low,SYSTEM,2025-10-06 20:38:50.712477
8484,333,3,Task for Lead 333,2025-09-24 19:38:50.712661,2,30,0,Priority: Low,SYSTEM,2025-09-23 19:38:50.712661
8485,932,2,Task for Lead 932,2025-09-13 20:38:50.712911,3,38,1,Priority: Medium,SYSTEM,2025-09-12 20:38:50.712911
8486,1199,1,Task for Lead 1199,2025-10-12 20:38:50.713097,1,54,1,Priority: Medium,SYSTEM,2025-10-11 20:38:50.713097
8487,514,2,Task for Lead 514,2025-09-03 22:38:50.713292,4,15,1,Priority: High,SYSTEM,2025-09-02 22:38:50.713292
8488,733,3,Task for Lead 733,2025-09-11 00:38:50.713478,3,31,1,Priority: High,SYSTEM,2025-09-10 00:38:50.713478
8489,394,5,Task for Lead 394,2025-09-12 23:38:50.713661,4,40,0,Priority: Low,SYSTEM,2025-09-11 23:38:50.713661
8490,994,5,Task for Lead 994,2025-09-11 20:38:50.713905,3,43,1,Priority: Medium,SYSTEM,2025-09-10 20:38:50.713905
8491,1105,2,Task for Lead 1105,2025-08-30 17:38:50.714101,3,42,0,Priority: High,SYSTEM,2025-08-29 17:38:50.714101
8492,683,3,Task for Lead 683,2025-09-29 21:38:50.714312,1,54,0,Priority: Low,SYSTEM,2025-09-28 21:38:50.714312
8493,1028,3,Task for Lead 1028,2025-10-11 22:38:50.714525,2,38,0,Priority: Low,SYSTEM,2025-10-10 22:38:50.714525
8494,1171,1,Task for Lead 1171,2025-10-05 02:38:50.714756,2,12,1,Priority: High,SYSTEM,2025-10-04 02:38:50.714756
8495,1202,2,Task for Lead 1202,2025-10-01 03:38:50.714968,2,33,0,Priority: Medium,SYSTEM,2025-09-30 03:38:50.714968
8496,890,3,Task for Lead 890,2025-09-08 23:38:50.715260,4,25,0,Priority: Medium,SYSTEM,2025-09-07 23:38:50.715260
8497,89,4,Task for Lead 89,2025-09-24 03:38:50.715461,2,38,0,Priority: Low,SYSTEM,2025-09-23 03:38:50.715461
8498,767,2,Task for Lead 767,2025-10-08 19:38:50.715648,1,53,1,Priority: Medium,SYSTEM,2025-10-07 19:38:50.715648
8499,1224,3,Task for Lead 1224,2025-08-24 01:38:50.715892,3,15,0,Priority: Low,SYSTEM,2025-08-23 01:38:50.715892
8500,543,5,Task for Lead 543,2025-10-21 02:38:50.716078,2,51,0,Priority: Low,SYSTEM,2025-10-20 02:38:50.716078
8501,454,3,Task for Lead 454,2025-09-24 00:38:50.716279,1,21,0,Priority: Medium,SYSTEM,2025-09-23 00:38:50.716279
8502,538,4,Task for Lead 538,2025-08-29 20:38:50.716466,3,43,1,Priority: Medium,SYSTEM,2025-08-28 20:38:50.716466
8503,170,2,Task for Lead 170,2025-09-12 00:38:50.716650,4,30,1,Priority: Medium,SYSTEM,2025-09-11 00:38:50.716650
8504,914,1,Task for Lead 914,2025-09-01 18:38:50.716907,3,8,0,Priority: Medium,SYSTEM,2025-08-31 18:38:50.716907
8505,739,4,Task for Lead 739,2025-10-03 22:38:50.717094,1,30,1,Priority: Medium,SYSTEM,2025-10-02 22:38:50.717094
8506,1075,5,Task for Lead 1075,2025-10-10 20:38:50.717287,1,41,0,Priority: Medium,SYSTEM,2025-10-09 20:38:50.717287
8507,245,2,Task for Lead 245,2025-10-09 20:38:50.717470,1,28,0,Priority: Medium,SYSTEM,2025-10-08 20:38:50.717470
8508,255,5,Task for Lead 255,2025-10-09 20:38:50.717654,1,38,1,Priority: High,SYSTEM,2025-10-08 20:38:50.717654
8509,75,1,Task for Lead 75,2025-09-01 21:38:50.717892,4,9,1,Priority: Medium,SYSTEM,2025-08-31 21:38:50.717892
8510,835,3,Task for Lead 835,2025-09-24 19:38:50.718079,1,14,0,Priority: High,SYSTEM,2025-09-23 19:38:50.718079
8511,568,3,Task for Lead 568,2025-10-18 19:38:50.718280,2,45,1,Priority: Low,SYSTEM,2025-10-17 19:38:50.718280
8512,682,2,Task for Lead 682,2025-09-26 01:38:50.718467,2,30,0,Priority: High,SYSTEM,2025-09-25 01:38:50.718467
8513,216,4,Task for Lead 216,2025-10-12 03:38:50.718651,2,22,0,Priority: High,SYSTEM,2025-10-11 03:38:50.718651
8514,483,5,Task for Lead 483,2025-08-31 00:38:50.718890,4,41,0,Priority: Low,SYSTEM,2025-08-30 00:38:50.718890
8515,191,3,Task for Lead 191,2025-09-14 00:38:50.719126,4,55,1,Priority: High,SYSTEM,2025-09-13 00:38:50.719126
