LeadCallId,LeadId,CallId,CallDateTime,DurationSeconds,CallStatusId,SentimentId,AssignedAgentId,CallDirection,IsAIGenerated,CreatedBy,CreatedOn
5990,120,CALL005990,2025-08-31 19:38:47.609331,35,3,,46,Inbound,0,SYSTEM,2025-08-31 19:38:47.609331
5991,653,CALL005991,2025-08-30 00:38:47.609609,25,2,,21,Outbound,0,SYSTEM,2025-08-30 00:38:47.609609
5992,334,CALL005992,2025-09-02 19:38:47.609864,10,3,,3,Outbound,1,SYSTEM,2025-09-02 19:38:47.609864
5993,936,CALL005993,2025-09-05 19:38:47.610060,16,2,,30,Outbound,1,SYSTEM,2025-09-05 19:38:47.610060
5994,1092,CALL005994,2025-09-08 01:38:47.610247,31,2,,10,Outbound,1,SYSTEM,2025-09-08 01:38:47.610247
5995,1047,CALL005995,2025-08-23 18:38:47.610442,634,1,2.0,22,Outbound,0,SYSTEM,2025-08-23 18:38:47.610442
5996,56,CALL005996,2025-08-23 23:38:47.610650,89,1,3.0,32,Outbound,1,SYSTEM,2025-08-23 23:38:47.610650
5997,1042,CALL005997,2025-09-04 20:38:47.610914,34,3,,49,Inbound,1,SYSTEM,2025-09-04 20:38:47.610914
5998,296,CALL005998,2025-08-30 17:38:47.611265,37,2,,9,Outbound,0,SYSTEM,2025-08-30 17:38:47.611265
5999,575,CALL005999,2025-09-07 23:38:47.611532,556,1,2.0,1,Outbound,0,SYSTEM,2025-09-07 23:38:47.611532
6000,243,CALL006000,2025-09-11 22:38:47.611797,31,3,,18,Outbound,1,SYSTEM,2025-09-11 22:38:47.611797
6001,1234,CALL006001,2025-09-14 18:38:47.612001,35,2,,47,Outbound,1,SYSTEM,2025-09-14 18:38:47.612001
6002,1073,CALL006002,2025-08-23 19:38:47.612186,16,4,,42,Outbound,1,SYSTEM,2025-08-23 19:38:47.612186
6003,916,CALL006003,2025-09-03 00:38:47.612381,661,1,4.0,17,Outbound,0,SYSTEM,2025-09-03 00:38:47.612381
6004,1209,CALL006004,2025-09-18 21:38:47.612589,428,1,1.0,32,Outbound,1,SYSTEM,2025-09-18 21:38:47.612589
6005,927,CALL006005,2025-08-28 19:38:47.612851,22,4,,52,Outbound,1,SYSTEM,2025-08-28 19:38:47.612851
6006,951,CALL006006,2025-08-31 17:38:47.613038,29,2,,33,Outbound,1,SYSTEM,2025-08-31 17:38:47.613038
6007,975,CALL006007,2025-09-07 22:38:47.613223,30,3,,52,Outbound,0,SYSTEM,2025-09-07 22:38:47.613223
6008,1173,CALL006008,2025-09-06 18:38:47.613417,19,2,,38,Outbound,0,SYSTEM,2025-09-06 18:38:47.613417
6009,1075,CALL006009,2025-08-24 20:38:47.613600,48,5,,46,Outbound,1,SYSTEM,2025-08-24 20:38:47.613600
6010,77,CALL006010,2025-09-09 01:38:47.613834,54,2,,7,Outbound,0,SYSTEM,2025-09-09 01:38:47.613834
6011,113,CALL006011,2025-09-18 01:38:47.614035,57,4,,44,Inbound,0,SYSTEM,2025-09-18 01:38:47.614035
6012,135,CALL006012,2025-08-24 18:38:47.614222,58,3,,53,Outbound,0,SYSTEM,2025-08-24 18:38:47.614222
6013,750,CALL006013,2025-08-31 22:38:47.614416,16,3,,53,Outbound,1,SYSTEM,2025-08-31 22:38:47.614416
6014,1043,CALL006014,2025-09-12 22:38:47.614600,833,1,1.0,49,Inbound,0,SYSTEM,2025-09-12 22:38:47.614600
6015,944,CALL006015,2025-09-04 21:38:47.614861,27,3,,3,Outbound,1,SYSTEM,2025-09-04 21:38:47.614861
6016,117,CALL006016,2025-09-21 22:38:47.615050,51,4,,40,Outbound,1,SYSTEM,2025-09-21 22:38:47.615050
6017,108,CALL006017,2025-09-17 20:38:47.615335,822,1,2.0,21,Outbound,0,SYSTEM,2025-09-17 20:38:47.615335
6018,812,CALL006018,2025-09-05 20:38:47.615548,87,1,2.0,5,Inbound,1,SYSTEM,2025-09-05 20:38:47.615548
6019,1158,CALL006019,2025-08-31 17:38:47.615814,341,1,4.0,16,Outbound,0,SYSTEM,2025-08-31 17:38:47.615814
6020,967,CALL006020,2025-09-05 17:38:47.616030,22,3,,14,Outbound,0,SYSTEM,2025-09-05 17:38:47.616030
6021,1096,CALL006021,2025-08-29 22:38:47.616234,57,3,,42,Outbound,0,SYSTEM,2025-08-29 22:38:47.616234
6022,1212,CALL006022,2025-09-04 18:38:47.616513,19,3,,27,Inbound,1,SYSTEM,2025-09-04 18:38:47.616513
6023,228,CALL006023,2025-09-09 21:38:47.616752,10,3,,49,Inbound,0,SYSTEM,2025-09-09 21:38:47.616752
6024,327,CALL006024,2025-09-11 00:38:47.616950,29,2,,7,Outbound,1,SYSTEM,2025-09-11 00:38:47.616950
6025,531,CALL006025,2025-09-06 23:38:47.617136,50,3,,28,Outbound,1,SYSTEM,2025-09-06 23:38:47.617136
6026,202,CALL006026,2025-08-28 23:38:47.617335,32,2,,17,Outbound,1,SYSTEM,2025-08-28 23:38:47.617335
6027,446,CALL006027,2025-09-12 18:38:47.617523,45,2,,36,Inbound,1,SYSTEM,2025-09-12 18:38:47.617523
6028,193,CALL006028,2025-09-10 20:38:47.617748,41,4,,4,Outbound,0,SYSTEM,2025-09-10 20:38:47.617748
6029,1026,CALL006029,2025-09-01 18:38:47.617945,39,2,,36,Outbound,0,SYSTEM,2025-09-01 18:38:47.617945
6030,988,CALL006030,2025-09-09 01:38:47.618131,25,2,,20,Outbound,0,SYSTEM,2025-09-09 01:38:47.618131
6031,533,CALL006031,2025-09-17 19:38:47.618340,36,4,,34,Outbound,0,SYSTEM,2025-09-17 19:38:47.618340
6032,49,CALL006032,2025-09-02 19:38:47.618526,57,4,,31,Outbound,0,SYSTEM,2025-09-02 19:38:47.618526
6033,583,CALL006033,2025-09-14 21:38:47.618755,41,3,,10,Outbound,0,SYSTEM,2025-09-14 21:38:47.618755
6034,720,CALL006034,2025-09-14 19:38:47.618952,39,3,,15,Outbound,0,SYSTEM,2025-09-14 19:38:47.618952
6035,68,CALL006035,2025-09-03 19:38:47.619201,49,2,,22,Outbound,0,SYSTEM,2025-09-03 19:38:47.619201
6036,656,CALL006036,2025-09-13 17:38:47.619411,25,5,,47,Outbound,0,SYSTEM,2025-09-13 17:38:47.619411
6037,127,CALL006037,2025-09-08 01:38:47.619597,27,2,,23,Outbound,1,SYSTEM,2025-09-08 01:38:47.619597
6038,171,CALL006038,2025-09-02 20:38:47.619837,64,1,2.0,5,Inbound,1,SYSTEM,2025-09-02 20:38:47.619837
6039,1099,CALL006039,2025-09-07 20:38:47.620056,53,5,,15,Inbound,1,SYSTEM,2025-09-07 20:38:47.620056
6040,846,CALL006040,2025-08-28 22:38:47.620241,576,1,4.0,5,Inbound,0,SYSTEM,2025-08-28 22:38:47.620241
6041,544,CALL006041,2025-09-15 21:38:47.620473,23,4,,16,Outbound,0,SYSTEM,2025-09-15 21:38:47.620473
6042,1235,CALL006042,2025-09-07 19:38:47.620660,629,1,2.0,31,Outbound,0,SYSTEM,2025-09-07 19:38:47.620660
6043,71,CALL006043,2025-08-27 18:38:47.620921,14,3,,26,Outbound,1,SYSTEM,2025-08-27 18:38:47.620921
6044,1111,CALL006044,2025-09-03 18:38:47.621107,55,2,,7,Outbound,1,SYSTEM,2025-09-03 18:38:47.621107
6045,981,CALL006045,2025-09-07 21:38:47.621325,52,2,,48,Outbound,1,SYSTEM,2025-09-07 21:38:47.621325
6046,766,CALL006046,2025-08-29 21:38:47.621525,29,5,,22,Outbound,1,SYSTEM,2025-08-29 21:38:47.621525
6047,439,CALL006047,2025-09-05 19:38:47.621752,26,3,,46,Outbound,1,SYSTEM,2025-09-05 19:38:47.621752
6048,567,CALL006048,2025-09-08 01:38:47.621950,28,2,,43,Outbound,1,SYSTEM,2025-09-08 01:38:47.621950
6049,787,CALL006049,2025-08-24 21:38:47.622134,31,2,,48,Outbound,0,SYSTEM,2025-08-24 21:38:47.622134
6050,854,CALL006050,2025-08-24 22:38:47.622325,47,4,,50,Outbound,0,SYSTEM,2025-08-24 22:38:47.622325
6051,580,CALL006051,2025-09-17 23:38:47.622518,43,4,,23,Outbound,0,SYSTEM,2025-09-17 23:38:47.622518
6052,1069,CALL006052,2025-09-20 23:38:47.622743,34,5,,26,Outbound,1,SYSTEM,2025-09-20 23:38:47.622743
6053,135,CALL006053,2025-09-11 23:38:47.622950,355,1,1.0,17,Outbound,0,SYSTEM,2025-09-11 23:38:47.622950
6054,591,CALL006054,2025-09-10 22:38:47.623246,49,4,,14,Outbound,0,SYSTEM,2025-09-10 22:38:47.623246
6055,1097,CALL006055,2025-09-16 20:38:47.623449,56,3,,3,Outbound,0,SYSTEM,2025-09-16 20:38:47.623449
6056,200,CALL006056,2025-08-23 20:38:47.623635,30,4,,17,Outbound,0,SYSTEM,2025-08-23 20:38:47.623635
6057,123,CALL006057,2025-09-06 18:38:47.623887,37,3,,47,Outbound,0,SYSTEM,2025-09-06 18:38:47.623887
6058,843,CALL006058,2025-09-14 23:38:47.624076,27,5,,5,Inbound,0,SYSTEM,2025-09-14 23:38:47.624076
6059,381,CALL006059,2025-09-18 17:38:47.624270,411,1,5.0,11,Outbound,0,SYSTEM,2025-09-18 17:38:47.624270
6060,965,CALL006060,2025-08-23 17:38:47.624479,635,1,3.0,52,Outbound,1,SYSTEM,2025-08-23 17:38:47.624479
6061,606,CALL006061,2025-09-16 22:38:47.624742,509,1,2.0,43,Outbound,1,SYSTEM,2025-09-16 22:38:47.624742
6062,725,CALL006062,2025-09-01 01:38:47.624964,742,1,2.0,25,Outbound,0,SYSTEM,2025-09-01 01:38:47.624964
6063,1147,CALL006063,2025-09-07 17:38:47.625173,788,1,3.0,11,Outbound,0,SYSTEM,2025-09-07 17:38:47.625173
6064,373,CALL006064,2025-09-14 18:38:47.625388,27,2,,15,Outbound,0,SYSTEM,2025-09-14 18:38:47.625388
6065,27,CALL006065,2025-09-04 21:38:47.625572,28,4,,50,Outbound,0,SYSTEM,2025-09-04 21:38:47.625572
6066,933,CALL006066,2025-09-02 20:38:47.625810,34,4,,34,Outbound,1,SYSTEM,2025-09-02 20:38:47.625810
6067,59,CALL006067,2025-09-19 00:38:47.626002,26,4,,16,Outbound,1,SYSTEM,2025-09-19 00:38:47.626002
6068,756,CALL006068,2025-09-12 00:38:47.626187,31,5,,54,Inbound,0,SYSTEM,2025-09-12 00:38:47.626187
6069,764,CALL006069,2025-08-28 21:38:47.626381,48,3,,50,Inbound,1,SYSTEM,2025-08-28 21:38:47.626381
6070,585,CALL006070,2025-09-14 18:38:47.626643,32,3,,50,Outbound,0,SYSTEM,2025-09-14 18:38:47.626643
6071,1092,CALL006071,2025-09-16 21:38:47.626893,47,4,,14,Outbound,1,SYSTEM,2025-09-16 21:38:47.626893
6072,463,CALL006072,2025-09-08 17:38:47.627140,32,2,,20,Outbound,0,SYSTEM,2025-09-08 17:38:47.627140
6073,892,CALL006073,2025-09-03 21:38:47.627351,27,2,,21,Outbound,0,SYSTEM,2025-09-03 21:38:47.627351
6074,614,CALL006074,2025-08-27 20:38:47.627538,52,3,,41,Outbound,1,SYSTEM,2025-08-27 20:38:47.627538
6075,714,CALL006075,2025-09-02 22:38:47.627770,57,2,,35,Inbound,0,SYSTEM,2025-09-02 22:38:47.627770
6076,614,CALL006076,2025-08-25 00:38:47.627968,671,1,3.0,34,Outbound,1,SYSTEM,2025-08-25 00:38:47.627968
6077,914,CALL006077,2025-09-17 18:38:47.628178,39,5,,50,Outbound,0,SYSTEM,2025-09-17 18:38:47.628178
6078,147,CALL006078,2025-09-11 00:38:47.628375,446,1,4.0,16,Outbound,0,SYSTEM,2025-09-11 00:38:47.628375
6079,349,CALL006079,2025-09-09 00:38:47.628581,24,4,,26,Outbound,0,SYSTEM,2025-09-09 00:38:47.628581
6080,375,CALL006080,2025-08-31 22:38:47.628818,55,4,,3,Outbound,1,SYSTEM,2025-08-31 22:38:47.628818
6081,543,CALL006081,2025-09-14 19:38:47.629019,15,2,,4,Outbound,0,SYSTEM,2025-09-14 19:38:47.629019
6082,1038,CALL006082,2025-09-11 17:38:47.629206,29,2,,10,Outbound,0,SYSTEM,2025-09-11 17:38:47.629206
6083,1188,CALL006083,2025-08-26 01:38:47.629400,681,1,3.0,20,Outbound,0,SYSTEM,2025-08-26 01:38:47.629400
6084,300,CALL006084,2025-09-20 23:38:47.629608,34,4,,34,Outbound,1,SYSTEM,2025-09-20 23:38:47.629608
6085,92,CALL006085,2025-09-18 21:38:47.629850,45,4,,16,Outbound,0,SYSTEM,2025-09-18 21:38:47.629850
6086,1048,CALL006086,2025-08-29 20:38:47.630045,32,2,,1,Inbound,1,SYSTEM,2025-08-29 20:38:47.630045
6087,712,CALL006087,2025-09-19 00:38:47.630232,50,2,,49,Outbound,1,SYSTEM,2025-09-19 00:38:47.630232
6088,631,CALL006088,2025-09-12 21:38:47.630426,35,4,,9,Outbound,1,SYSTEM,2025-09-12 21:38:47.630426
6089,489,CALL006089,2025-09-11 23:38:47.630611,16,3,,3,Outbound,0,SYSTEM,2025-09-11 23:38:47.630611
6090,165,CALL006090,2025-09-18 01:38:47.630850,34,4,,8,Outbound,0,SYSTEM,2025-09-18 01:38:47.630850
6091,1204,CALL006091,2025-09-08 22:38:47.631049,301,1,4.0,9,Outbound,0,SYSTEM,2025-09-08 22:38:47.631049
6092,836,CALL006092,2025-09-07 01:38:47.631348,768,1,2.0,47,Outbound,1,SYSTEM,2025-09-07 01:38:47.631348
6093,370,CALL006093,2025-09-05 23:38:47.631566,56,2,,20,Outbound,1,SYSTEM,2025-09-05 23:38:47.631566
6094,146,CALL006094,2025-09-02 00:38:47.631804,10,2,,52,Outbound,1,SYSTEM,2025-09-02 00:38:47.631804
6095,597,CALL006095,2025-09-03 19:38:47.631998,38,2,,26,Outbound,0,SYSTEM,2025-09-03 19:38:47.631998
6096,759,CALL006096,2025-09-03 23:38:47.632184,54,2,,25,Outbound,1,SYSTEM,2025-09-03 23:38:47.632184
6097,623,CALL006097,2025-09-20 18:38:47.632377,56,2,,35,Outbound,1,SYSTEM,2025-09-20 18:38:47.632377
6098,898,CALL006098,2025-09-21 22:38:47.632564,38,2,,55,Outbound,1,SYSTEM,2025-09-21 22:38:47.632564
6099,587,CALL006099,2025-09-11 17:38:47.632795,401,1,5.0,28,Inbound,1,SYSTEM,2025-09-11 17:38:47.632795
6100,783,CALL006100,2025-09-05 17:38:47.633021,385,1,2.0,10,Outbound,1,SYSTEM,2025-09-05 17:38:47.633021
6101,828,CALL006101,2025-09-04 18:38:47.633312,808,1,1.0,27,Outbound,0,SYSTEM,2025-09-04 18:38:47.633312
6102,323,CALL006102,2025-09-09 22:38:47.633529,217,1,1.0,25,Outbound,1,SYSTEM,2025-09-09 22:38:47.633529
6103,1193,CALL006103,2025-09-07 22:38:47.633778,489,1,3.0,45,Outbound,1,SYSTEM,2025-09-07 22:38:47.633778
6104,304,CALL006104,2025-09-17 18:38:47.633997,35,2,,1,Outbound,0,SYSTEM,2025-09-17 18:38:47.633997
6105,442,CALL006105,2025-09-18 18:38:47.634183,21,4,,33,Outbound,0,SYSTEM,2025-09-18 18:38:47.634183
6106,346,CALL006106,2025-09-16 20:38:47.634377,93,1,4.0,41,Outbound,0,SYSTEM,2025-09-16 20:38:47.634377
6107,104,CALL006107,2025-09-18 01:38:47.634585,29,2,,5,Outbound,0,SYSTEM,2025-09-18 01:38:47.634585
6108,339,CALL006108,2025-09-12 21:38:47.634869,479,1,3.0,19,Outbound,1,SYSTEM,2025-09-12 21:38:47.634869
6109,1081,CALL006109,2025-08-23 23:38:47.635154,18,2,,53,Inbound,1,SYSTEM,2025-08-23 23:38:47.635154
6110,337,CALL006110,2025-08-24 19:38:47.635504,44,3,,52,Inbound,0,SYSTEM,2025-08-24 19:38:47.635504
6111,177,CALL006111,2025-09-20 00:38:47.635824,44,2,,28,Outbound,0,SYSTEM,2025-09-20 00:38:47.635824
6112,1234,CALL006112,2025-09-05 19:38:47.636021,35,3,,43,Outbound,1,SYSTEM,2025-09-05 19:38:47.636021
6113,672,CALL006113,2025-09-02 19:38:47.636206,30,3,,17,Outbound,0,SYSTEM,2025-09-02 19:38:47.636206
6114,599,CALL006114,2025-08-28 01:38:47.636399,15,2,,14,Outbound,0,SYSTEM,2025-08-28 01:38:47.636399
6115,1194,CALL006115,2025-08-30 00:38:47.636584,807,1,2.0,34,Outbound,1,SYSTEM,2025-08-30 00:38:47.636584
6116,1136,CALL006116,2025-08-23 19:38:47.636860,48,2,,27,Outbound,0,SYSTEM,2025-08-23 19:38:47.636860
6117,537,CALL006117,2025-09-08 22:38:47.637058,223,1,3.0,26,Outbound,0,SYSTEM,2025-09-08 22:38:47.637058
6118,1048,CALL006118,2025-09-14 20:38:47.637274,44,2,,16,Outbound,1,SYSTEM,2025-09-14 20:38:47.637274
6119,1044,CALL006119,2025-09-09 20:38:47.637460,20,4,,42,Outbound,0,SYSTEM,2025-09-09 20:38:47.637460
6120,446,CALL006120,2025-09-11 20:38:47.637644,34,2,,53,Outbound,1,SYSTEM,2025-09-11 20:38:47.637644
6121,545,CALL006121,2025-09-07 19:38:47.637887,54,2,,16,Outbound,1,SYSTEM,2025-09-07 19:38:47.637887
6122,521,CALL006122,2025-08-23 19:38:47.638073,37,4,,47,Outbound,1,SYSTEM,2025-08-23 19:38:47.638073
6123,1241,CALL006123,2025-09-07 00:38:47.638268,36,3,,23,Inbound,0,SYSTEM,2025-09-07 00:38:47.638268
6124,111,CALL006124,2025-09-16 20:38:47.638454,20,3,,17,Outbound,1,SYSTEM,2025-09-16 20:38:47.638454
6125,222,CALL006125,2025-09-09 20:38:47.638638,42,3,,44,Outbound,0,SYSTEM,2025-09-09 20:38:47.638638
6126,597,CALL006126,2025-08-26 19:38:47.638877,73,1,2.0,45,Outbound,0,SYSTEM,2025-08-26 19:38:47.638877
6127,87,CALL006127,2025-08-30 18:38:47.639151,35,2,,21,Outbound,0,SYSTEM,2025-08-30 18:38:47.639151
6128,223,CALL006128,2025-09-10 22:38:47.639357,39,3,,43,Outbound,0,SYSTEM,2025-09-10 22:38:47.639357
6129,1110,CALL006129,2025-09-05 01:38:47.639546,644,1,4.0,36,Outbound,0,SYSTEM,2025-09-05 01:38:47.639546
6130,940,CALL006130,2025-09-07 20:38:47.639804,618,1,1.0,39,Outbound,1,SYSTEM,2025-09-07 20:38:47.639804
6131,1003,CALL006131,2025-09-16 17:38:47.640031,25,4,,19,Outbound,0,SYSTEM,2025-09-16 17:38:47.640031
6132,561,CALL006132,2025-09-09 21:38:47.640218,34,2,,31,Outbound,1,SYSTEM,2025-09-09 21:38:47.640218
6133,778,CALL006133,2025-09-03 20:38:47.640411,39,3,,9,Outbound,0,SYSTEM,2025-09-03 20:38:47.640411
6134,674,CALL006134,2025-09-17 17:38:47.640597,42,3,,52,Inbound,1,SYSTEM,2025-09-17 17:38:47.640597
6135,756,CALL006135,2025-09-21 19:38:47.640831,11,3,,44,Outbound,1,SYSTEM,2025-09-21 19:38:47.640831
6136,554,CALL006136,2025-09-03 21:38:47.641021,28,4,,4,Outbound,1,SYSTEM,2025-09-03 21:38:47.641021
6137,276,CALL006137,2025-09-19 22:38:47.641238,29,2,,20,Outbound,1,SYSTEM,2025-09-19 22:38:47.641238
6138,448,CALL006138,2025-09-21 23:38:47.641434,49,2,,42,Outbound,0,SYSTEM,2025-09-21 23:38:47.641434
6139,959,CALL006139,2025-08-31 19:38:47.641619,37,5,,3,Outbound,0,SYSTEM,2025-08-31 19:38:47.641619
6140,1202,CALL006140,2025-09-04 18:38:47.641869,26,3,,22,Outbound,0,SYSTEM,2025-09-04 18:38:47.641869
6141,706,CALL006141,2025-09-19 20:38:47.642124,56,4,,13,Outbound,0,SYSTEM,2025-09-19 20:38:47.642124
6142,478,CALL006142,2025-09-18 21:38:47.642321,34,3,,15,Outbound,0,SYSTEM,2025-09-18 21:38:47.642321
6143,560,CALL006143,2025-09-16 00:38:47.642516,28,4,,4,Outbound,0,SYSTEM,2025-09-16 00:38:47.642516
6144,273,CALL006144,2025-09-15 23:38:47.642748,425,1,2.0,11,Outbound,1,SYSTEM,2025-09-15 23:38:47.642748
6145,1081,CALL006145,2025-09-09 19:38:47.642969,16,2,,31,Outbound,1,SYSTEM,2025-09-09 19:38:47.642969
6146,558,CALL006146,2025-09-02 23:38:47.643224,59,3,,47,Outbound,0,SYSTEM,2025-09-02 23:38:47.643224
6147,334,CALL006147,2025-09-19 20:38:47.643428,790,1,1.0,43,Outbound,0,SYSTEM,2025-09-19 20:38:47.643428
6148,625,CALL006148,2025-09-08 23:38:47.643637,46,3,,20,Outbound,0,SYSTEM,2025-09-08 23:38:47.643637
6149,977,CALL006149,2025-09-13 22:38:47.643895,768,1,2.0,1,Outbound,0,SYSTEM,2025-09-13 22:38:47.643895
6150,1134,CALL006150,2025-08-25 20:38:47.644105,620,1,4.0,23,Outbound,0,SYSTEM,2025-08-25 20:38:47.644105
6151,436,CALL006151,2025-08-23 18:38:47.644327,16,5,,23,Outbound,0,SYSTEM,2025-08-23 18:38:47.644327
6152,122,CALL006152,2025-09-15 21:38:47.644516,516,1,1.0,7,Outbound,0,SYSTEM,2025-09-15 21:38:47.644516
6153,107,CALL006153,2025-08-31 23:38:47.644766,36,2,,38,Outbound,0,SYSTEM,2025-08-31 23:38:47.644766
6154,1137,CALL006154,2025-09-14 23:38:47.644964,89,1,1.0,41,Outbound,0,SYSTEM,2025-09-14 23:38:47.644964
6155,389,CALL006155,2025-09-13 01:38:47.645171,596,1,2.0,16,Outbound,0,SYSTEM,2025-09-13 01:38:47.645171
6156,1056,CALL006156,2025-08-25 01:38:47.645388,49,3,,47,Outbound,0,SYSTEM,2025-08-25 01:38:47.645388
6157,558,CALL006157,2025-08-24 23:38:47.645573,568,1,3.0,13,Outbound,0,SYSTEM,2025-08-24 23:38:47.645573
6158,31,CALL006158,2025-09-07 17:38:47.645831,14,3,,15,Outbound,1,SYSTEM,2025-09-07 17:38:47.645831
6159,101,CALL006159,2025-09-09 17:38:47.646021,158,1,4.0,16,Outbound,0,SYSTEM,2025-09-09 17:38:47.646021
6160,1064,CALL006160,2025-09-13 23:38:47.646228,13,3,,55,Outbound,1,SYSTEM,2025-09-13 23:38:47.646228
6161,128,CALL006161,2025-08-26 20:38:47.646431,145,1,3.0,36,Inbound,0,SYSTEM,2025-08-26 20:38:47.646431
6162,714,CALL006162,2025-08-24 21:38:47.646645,58,4,,42,Outbound,1,SYSTEM,2025-08-24 21:38:47.646645
6163,1098,CALL006163,2025-09-09 21:38:47.646887,715,1,2.0,13,Inbound,0,SYSTEM,2025-09-09 21:38:47.646887
6164,261,CALL006164,2025-09-19 23:38:47.647184,565,1,1.0,18,Outbound,0,SYSTEM,2025-09-19 23:38:47.647184
6165,792,CALL006165,2025-08-26 18:38:47.647430,27,4,,4,Outbound,1,SYSTEM,2025-08-26 18:38:47.647430
6166,159,CALL006166,2025-08-23 18:38:47.647618,36,5,,13,Outbound,1,SYSTEM,2025-08-23 18:38:47.647618
6167,1028,CALL006167,2025-09-15 19:38:47.647856,17,2,,55,Outbound,1,SYSTEM,2025-09-15 19:38:47.647856
6168,1049,CALL006168,2025-09-14 19:38:47.648046,295,1,1.0,22,Outbound,0,SYSTEM,2025-09-14 19:38:47.648046
6169,393,CALL006169,2025-08-28 17:38:47.648263,738,1,3.0,17,Outbound,0,SYSTEM,2025-08-28 17:38:47.648263
6170,1027,CALL006170,2025-09-14 18:38:47.648475,45,2,,47,Outbound,0,SYSTEM,2025-09-14 18:38:47.648475
6171,1048,CALL006171,2025-09-19 01:38:47.648708,38,1,4.0,45,Outbound,0,SYSTEM,2025-09-19 01:38:47.648708
6172,1127,CALL006172,2025-09-15 00:38:47.648935,41,3,,5,Outbound,1,SYSTEM,2025-09-15 00:38:47.648935
6173,1131,CALL006173,2025-08-23 18:38:47.649120,823,1,1.0,5,Outbound,0,SYSTEM,2025-08-23 18:38:47.649120
6174,433,CALL006174,2025-09-15 01:38:47.649335,46,3,,10,Inbound,0,SYSTEM,2025-09-15 01:38:47.649335
6175,531,CALL006175,2025-09-01 17:38:47.649521,34,2,,25,Outbound,0,SYSTEM,2025-09-01 17:38:47.649521
6176,80,CALL006176,2025-09-21 00:38:47.649743,20,2,,1,Outbound,1,SYSTEM,2025-09-21 00:38:47.649743
6177,918,CALL006177,2025-08-27 00:38:47.649944,32,3,,21,Outbound,0,SYSTEM,2025-08-27 00:38:47.649944
6178,588,CALL006178,2025-09-17 01:38:47.650131,37,3,,19,Outbound,0,SYSTEM,2025-09-17 01:38:47.650131
6179,630,CALL006179,2025-09-04 18:38:47.650323,14,2,,47,Outbound,1,SYSTEM,2025-09-04 18:38:47.650323
6180,814,CALL006180,2025-09-04 19:38:47.650521,461,1,3.0,26,Inbound,0,SYSTEM,2025-09-04 19:38:47.650521
6181,11,CALL006181,2025-09-09 23:38:47.650864,40,3,,31,Inbound,1,SYSTEM,2025-09-09 23:38:47.650864
6182,875,CALL006182,2025-09-20 20:38:47.651069,20,2,,5,Outbound,0,SYSTEM,2025-09-20 20:38:47.651069
6183,442,CALL006183,2025-08-24 23:38:47.651422,17,4,,28,Outbound,1,SYSTEM,2025-08-24 23:38:47.651422
6184,683,CALL006184,2025-09-05 01:38:47.651797,816,1,2.0,38,Outbound,0,SYSTEM,2025-09-05 01:38:47.651797
6185,727,CALL006185,2025-09-03 21:38:47.652043,21,2,,33,Outbound,1,SYSTEM,2025-09-03 21:38:47.652043
6186,530,CALL006186,2025-09-01 17:38:47.652230,434,1,1.0,15,Outbound,0,SYSTEM,2025-09-01 17:38:47.652230
6187,31,CALL006187,2025-09-03 20:38:47.652449,284,1,5.0,3,Outbound,0,SYSTEM,2025-09-03 20:38:47.652449
6188,2,CALL006188,2025-08-29 23:38:47.652656,477,1,2.0,3,Outbound,0,SYSTEM,2025-08-29 23:38:47.652656
6189,778,CALL006189,2025-08-26 21:38:47.652948,25,2,,23,Outbound,0,SYSTEM,2025-08-26 21:38:47.652948
6190,805,CALL006190,2025-09-04 01:38:47.653134,44,2,,25,Outbound,0,SYSTEM,2025-09-04 01:38:47.653134
6191,77,CALL006191,2025-08-31 00:38:47.653428,36,4,,33,Outbound,0,SYSTEM,2025-08-31 00:38:47.653428
6192,1064,CALL006192,2025-09-17 23:38:47.653746,11,2,,32,Outbound,1,SYSTEM,2025-09-17 23:38:47.653746
6193,1029,CALL006193,2025-08-29 23:38:47.653986,54,5,,19,Inbound,1,SYSTEM,2025-08-29 23:38:47.653986
6194,1005,CALL006194,2025-08-23 20:38:47.654265,22,5,,25,Inbound,1,SYSTEM,2025-08-23 20:38:47.654265
6195,340,CALL006195,2025-08-25 20:38:47.654478,782,1,2.0,4,Outbound,0,SYSTEM,2025-08-25 20:38:47.654478
6196,1081,CALL006196,2025-08-28 23:38:47.654740,133,1,3.0,41,Inbound,0,SYSTEM,2025-08-28 23:38:47.654740
6197,810,CALL006197,2025-08-23 21:38:47.654963,465,1,1.0,27,Outbound,1,SYSTEM,2025-08-23 21:38:47.654963
6198,1055,CALL006198,2025-09-09 19:38:47.655260,288,1,1.0,21,Inbound,1,SYSTEM,2025-09-09 19:38:47.655260
6199,47,CALL006199,2025-08-27 21:38:47.655482,24,2,,35,Inbound,0,SYSTEM,2025-08-27 21:38:47.655482
6200,838,CALL006200,2025-09-04 19:38:47.655713,42,3,,42,Outbound,0,SYSTEM,2025-09-04 19:38:47.655713
6201,1136,CALL006201,2025-09-01 01:38:47.655930,614,1,2.0,40,Inbound,0,SYSTEM,2025-09-01 01:38:47.655930
6202,485,CALL006202,2025-09-10 20:38:47.656141,25,2,,39,Outbound,1,SYSTEM,2025-09-10 20:38:47.656141
